TABLE_NAME
@ABOY_40_CONFIG
@ABOY_40_CONFIGLINES
@ABOY_41_FUNC_L01
@ABOY_41_FUNC_L02
@ABOY_41_FUNC_L03
@ABOY_41_FUNC_L04
@ABOY_41_FUNC_L05
@ABOY_41_FUNC_L06
@ABOY_41_FUNC_L07
@ABOY_41_FUNC_L08
@ABOY_41_FUNC_L09
@ABOY_41_FUNC_L10
@ABOY_41_FUNCTIONS
@ABOY_41_UFBATCHES
@ABOY_63_SCONFIG
@ABOY_85_ACTION
@ABOY_85_ACTION_L01
@ABOY_85_ACTION_L02
@ABOY_85_ACTION_L03
@ABOY_85_ACTION_L04
@ABOY_85_ACTION_L05
@ABOY_85_ACTION_L06
@ABOY_85_ACTION_L07
@ABOY_85_ACTION_L08
@ABOY_85_ACTION_L09
@ABOY_85_ACTION_L10
@ABOY_85_CSTMPRINT
@ABOY_85_REP_CONFIG
@ABOY_85_REP_CONFIGL
@ABOY_85_REP_DEF
@ABOY_85_REP_DEF_L
@ABOY_99_MBC
@ABOY_99_MBCL
@ABOY_ABON
@ABOY_ABON_LINES
@ABOY_B1UP_ADDDBINFO
@ABOY_B1UP_CATE
@ABOY_B1UP_CATE_L01
@ABOY_B1UP_CATE_L02
@ABOY_B1UP_CATE_L03
@ABOY_B1UP_CATE_L04
@ABOY_B1UP_CATE_L05
@ABOY_B1UP_CATE_L06
@ABOY_B1UP_CATE_L07
@ABOY_B1UP_CATE_L08
@ABOY_B1UP_CATE_L09
@ABOY_B1UP_CATE_L10
@ABOY_B1UP_DOTNETCO
@ABOY_B1UP_USERGROUP
@ABOY_B1UP_USRGRUPL
@ABOY_BUTTONS_EX
@ABOY_BUTTONSL
@ABOY_I7_RCMCHEAD
@ABOY_I7_RCMCLINE
@ABOY_MANDATORY
@ABOY_MANDATORY_LINE
@BFEXTDBVERSION
@BOEMAIL
@BOEXCEL
@BOOADM
@BOODFS
@BOOSTP
@BOQUOT
@BOSETTINGS
@BOSTP1
@BOSYNCLOG
@BOWORD
@BOY_18_CONFIG
@BOY_18_MERGETAGS
@BOY_20_BFCFG
@BOY_20_BFCFGD
@BOY_20_BFMT
@BOY_20_SKA
@BOY_23_QCCBF
@BOY_23_QCCFG
@BOY_23_QCCIF
@BOY_23_QCP
@BOY_23_QCPI
@BOY_23_QCXH
@BOY_40_CONFIG
@BOY_40_CONFIGLINES
@BOY_41_FUNC_L01
@BOY_41_FUNC_L02
@BOY_41_FUNC_L03
@BOY_41_FUNC_L04
@BOY_41_FUNC_L05
@BOY_41_FUNC_L06
@BOY_41_FUNC_L07
@BOY_41_FUNC_L08
@BOY_41_FUNC_L09
@BOY_41_FUNC_L10
@BOY_41_FUNCTIONS
@BOY_41_UFBATCHES
@BOY_41_UFSCHEDULES
@BOY_60_ANM
@BOY_60_EEM
@BOY_61_TABCONTROL
@BOY_63_0
@BOY_63_CONFIG
@BOY_63_SCONFIG
@BOY_81_CONDITION
@BOY_81_DMSH
@BOY_81_DMSP
@BOY_81_DMSU
@BOY_81_FORMTYPES
@BOY_85_ACTION
@BOY_85_ACTION_L01
@BOY_85_ACTION_L02
@BOY_85_ACTION_L03
@BOY_85_ACTION_L04
@BOY_85_ACTION_L05
@BOY_85_ACTION_L06
@BOY_85_ACTION_L07
@BOY_85_ACTION_L08
@BOY_85_ACTION_L09
@BOY_85_ACTION_L10
@BOY_85_BASECONFIG
@BOY_85_BP_SEL
@BOY_85_BP_SELORDER
@BOY_85_CUSTOMPRINT
@BOY_85_DEL_LOG
@BOY_85_DYN_SYN
@BOY_85_EMAIL_CAT
@BOY_85_ERR_LOG
@BOY_85_EXC_CRED
@BOY_85_EXCH_CONF
@BOY_85_REP_CATEGORY
@BOY_85_REP_CONFIG
@BOY_85_REP_CONFIGL
@BOY_85_REP_DEF
@BOY_85_REP_DEF_L
@BOY_85_REP_TYPE
@BOY_85_SCHEDULES
@BOY_85_SMTP_CONF
@BOY_99_MBC
@BOY_99_MBCL
@BOY_A2_READONLY
@BOY_ABON
@BOY_ABON_CONFIG
@BOY_ABON_HIST
@BOY_ABON_LINES
@BOY_ACCOUNT_BANK
@BOY_B1UP_ADDDBINFO
@BOY_B1UP_AUE
@BOY_B1UP_CATE
@BOY_B1UP_CATE_L01
@BOY_B1UP_CATE_L02
@BOY_B1UP_CATE_L03
@BOY_B1UP_CATE_L04
@BOY_B1UP_CATE_L05
@BOY_B1UP_CATE_L06
@BOY_B1UP_CATE_L07
@BOY_B1UP_CATE_L08
@BOY_B1UP_CATE_L09
@BOY_B1UP_CATE_L10
@BOY_B1UP_CONFIG
@BOY_B1UP_DOTNETCODE
@BOY_B1UP_TRANSHEAD
@BOY_B1UP_TRANSLINE
@BOY_B1UP_USERGROUP
@BOY_B1UP_USERGROUPL
@BOY_BUTTONS_DL
@BOY_BUTTONS_DLAF
@BOY_BUTTONS_DLF
@BOY_BUTTONS_EX
@BOY_BUTTONSL
@BOY_DEFAULT_CONFIG
@BOY_E7_CALCONFIG
@BOY_E7_CALFILTER
@BOY_E7_CALSOURCE
@BOY_E7_CONFIG
@BOY_E7_DASHBOARD
@BOY_E7_DEFDEL
@BOY_E7_DEVDASH
@BOY_E7_PFLOW
@BOY_E7_PFLOWC
@BOY_E7_PFLOWE
@BOY_E7_SCHEDULES
@BOY_E7_SERVSET
@BOY_E7_USERSETTING
@BOY_E7_WIDGET
@BOY_E7_WIDGETDATA
@BOY_EXCHANGE_CONFIG
@BOY_HELP_ENTRY
@BOY_I7_RCMCHEAD
@BOY_I7_RCMCLINE
@BOY_IPT
@BOY_IPT_CONFIG
@BOY_IPT_CUST
@BOY_IPT_SQLR
@BOY_IPT_SYS
@BOY_IPT_UDF
@BOY_MANDATORY
@BOY_MANDATORY_LINES
@BOY_PLUGINS
@BOY_SBO_AVERSIONS
@BOY_SBO_DBINFO
@BOY_SBO_EULA
@BOY_SBO_EXTDATA
@BOY_SBO_EXTEVT
@BOY_SBO_FEEDBACK
@BOY_SBO_LASTVALUE
@BOY_SBO_LICASSN
@BOY_SBO_LICCONF
@BOY_SBO_LICDATA
@BOY_SBO_PARTNER
@BOY_SBO_SCALOG
@BOY_SBO_SCHEDULE
@BOY_TEMPLATE
@BOY_TEMPLATE_LINES
@BOY_TOOLBOX_ACBC
@BOY_TOOLBOX_ACIC
@BOY_TOOLBOX_CONFIG
@BOY_TOOLBOX_UDW
@BUDGETSALESPERSON
@BXPAUDIT
@BXPCONFIG
@BXPCTRLPREFS
@BXPCUSTFD
@BXPCUSTSORTDEF
@BXPFORMPREFS
@BXPLICFEAT
@BXPLICIP
@BXPLICSET
@BXPLICTER
@BXPLOG
@BXPREPORT
@BXPRPTPF
@BXPRPTTP
@BXPSEQUENCE
@BXPSYNCOBJC
@BXPSYNCQ
@BXPTCCONF
@BXPTRANCUST
@BXPUSRLC
@CLASSE
@COR_ACCT_CONF
@COR_BGT_SALES
@COR_BGT_SALESSCEN
@COR_COR_FS
@COR_COR_LICENCE
@COR_COR_MODULES
@COR_COR_MODULESUSER
@COR_COR_SETTINGS
@COR_CUSTOM_CONF
@COR_CUSTOM_EFCOND
@COR_CUSTOM_EFRULE
@COR_CUSTOM_FIELD
@COR_CUSTOM_FIELD2
@COR_CUSTOM_FUNCB
@COR_CUSTOM_FUNCB2
@COR_CUSTOM_GRID
@COR_CUSTOM_GRIDCOL
@COR_CUSTOM_GRIDDESP
@COR_CUSTOM_GRIDEFP
@COR_CUSTOM_GSCRIPT
@COR_CUSTOM_MDM
@COR_CUSTOM_NEWITEMS
@COR_CUSTOM_NEWMENU
@COR_CUSTOM_PLACE
@COR_CUSTOM_RFACT
@COR_CUSTOM_RFROW
@COR_CUSTOM_RFRULE
@COR_CUSTOM_UDTCONF
@COR_CUSTOM_UDTFLD
@COR_CUSTOM_UDTPARAM
@COR_CUSTOM_USRSET
@COR_DOC6
@COR_FIN_ACCTCALCDEF
@COR_FIN_ACCTCFLOW
@COR_FIN_ACCTCLASS
@COR_FIN_ACCTCLSGRP
@COR_FIN_ACCTCLSPRP
@COR_FIN_ACCTCORMSK
@COR_FIN_ACCTGRPMSK
@COR_FIN_ACCTGRPPRP
@COR_KPI1
@COR_OKPI
@COR_SEARCH_CONF
@COR_SEARCH_USERCS
@COR_SEARCH_USERFS
@COR_SEARCH_USERSE
@CTX_ACCMAP
@CTX_ACCOUNTCLASS
@CTX_AVGRATES
@CTX_B1ALERT
@CTX_B1BCNV
@CTX_B1BCSETTING
@CTX_B1ICONF
@CTX_BPCONSBALS
@CTX_CBBRPT
@CTX_CCOL
@CTX_CDOC
@CTX_COADISB
@CTX_CONAUTO
@CTX_CONCOA
@CTX_CONF
@CTX_CONSETUP
@CTX_CURRENCY
@CTX_CUSTRESOURCE
@CTX_DEFACCSETUP
@CTX_ENCRYPTKEY
@CTX_ESETUP
@CTX_EXCHANGERATE
@CTX_FEAT
@CTX_GLBALLOCATION
@CTX_GLBALLOCATION1
@CTX_GLBALLOCATION2
@CTX_GLBDATADIS
@CTX_GLBDTADISLN
@CTX_GLOBALDTAUTH
@CTX_ICALLOCATION
@CTX_ICBRPT
@CTX_ICINTRANS
@CTX_ICRESSTRING
@CTX_ICSETUP
@CTX_ICTRANSREG
@CTX_INCMNGWT
@CTX_INCO
@CTX_INDELEGTN
@CTX_INDELEGTNS
@CTX_INVINWHS
@CTX_INVRPT
@CTX_LANG
@CTX_MSTRLOG
@CTX_OBJGUID
@CTX_ORIGRESOURCE
@CTX_PCOL
@CTX_PMDT
@CTX_POSTINGTEMP
@CTX_POSTINGTEMP1
@CTX_POSTINGTEMP2
@CTX_QSTRING
@CTX_RECURRINGTEMP
@CTX_RECURRINGTEMP1
@CTX_RECURRINGTEMP2
@CTX_SLA
@CTX_SOURCETAX
@CTX_SUBACCTSETUP
@CTX_SYNC
@CTX_SYNCGLACT
@CTX_UITRPT
@ITM_B1_ATCH_TYPE
@ITM_CMN_ATCHMNT
@ITM_CMN_CN_TYP
@ITM_CMN_CND_FRMT
@ITM_CMN_COL_SET
@ITM_CMN_CTP_TMP
@ITM_CMN_DFLT_USRACT
@ITM_CMN_DFLT_USRTMP
@ITM_CMN_MLCONF
@ITM_CMN_MSG_TEMP
@ITM_CMN_OBJECT
@ITM_CMN_PARAM
@ITM_CMN_SEEN_LOG
@ITM_CMN_TEXT
@ITM_CMN_TOKENIZ
@ITM_CMN_USR_UPD
@ITM_TMP_CNFG
@MARGINPROFIT
@MONTHLYORDER
@NWR_MANIFEST
@NWR_MANIFESTBATCH
@NWR_MANIFESTLINE
@NWR_MANIFESTPARAMS
@NWR_MANIFESTSERIAL
@NWR_MULTIPACK
@NWR_RMA_REASON
@NWR_RMADT
@NWREFTACCOUNTS
@NWREFTCONFIG
@POSTE
@SWA_LD_BATCHPRINT
@SWA_LD_CATEGORIES
@SWA_LD_FORMTYPE
@SWA_LD_INSTPACK
@SWA_LD_LAYOUT
@SWA_LD_LAYOUTBLOB
@SWA_LD_LAYOUTMENU
@SWA_LD_LAYOUTMENU_S
@SWA_LD_LAYOUTPARAM
@SWA_LD_LAYOUTPERMS
@SWA_LD_LAYOUTPRINT
@SWA_LD_LAYOUTSRC
@SWA_LD_LAYOUTTYPE
@SWA_LD_MAIN
@SWA_LD_PARAM
@SWA_LD_PARAMFTYPE
@SWA_LD_PARAMHISTORY
@SWA_LD_PKGBLOB
@SWA_LD_PKGHEAD
@SWA_LD_PKGLAYOUT
@SWA_LD_PKGPRNDEF
@SWA_LD_PKGSUBSCR2
@SWA_LD_PRNDEF
@SWA_LD_PRNDEFCARD
@SWA_LD_PRNDEFORD
@SWA_LD_STARTLAYOUTS
@SWA_LD_SUBSCR2
@SWA_LD_SUBSCRPARAM2
@SWA_LD_SUBSCRTIMER2
@SWA_LD_TEXT
@SWA_SWA_CONF
@TAUXCHANGE
@TRI_CTRENTRY
@TRI_CTRUNITS
@TRI_INSTANCE
@TRI_LISTSELECT
@TRI_MREQUISTYPES
@TRI_OPSTATUSES
@TRI_PLANNING
@TRI_PROJ_ART
@TRI_PROJECTSTATUS
@TRI_QATYPES
@TRI_UDFVVS
@TRI_WORK
07923014c1464b48b562
0b59b49185f747c888fd
0bce4276694e494d8749
447bbe1ae8d74f62b7cf
44f164e75b3942148b85
477020fa168f47ff8c40
529a92f0f11a40aebd5c
56429333256747cd8ea7
65d7cd552c9f4e9dba0f
824b5a411b6345aa9b1d
8e55550234ed4b368188
a09da7e950a243c1bdf0
a2d6aebe15fa44eb8bb0
a3948479939c453cb551
a44cc68cf3094d8798d0
a545ab8b49d844739464
AAC1
AACP
AACS
AACT
AAD1
AADM
AADP
AADT
ABAT
abdf3d8f88a6481eb975
ABFC
ABIN
ABO1
ABOC
ABOE
ABP1
ABP2
ABPL
ABSL
ABT1
ABTC
ABTN
ABTW
ACD1
ACD2
ACD3
ACFP
ACH1
ACHO
ACP1
ACP2
ACP3
ACPA1
ACPN
ACPR
ACQ1
ACQ2
ACQ3
ACR1
ACR2
ACR3
ACR4
ACR5
ACR7
ACRB
ACRC
ACRD
ACS1
ADG1
ADM1
ADM2
ADMC
ADNF
ADO1
ADO10
ADO11
ADO12
ADO13
ADO14
ADO15
ADO16
ADO17
ADO18
ADO19
ADO2
ADO20
ADO21
ADO22
ADO23
ADO3
ADO4
ADO5
ADO6
ADO7
ADO8
ADO9
ADOC
ADP1
ADP2
ADPA
ADRC
ADS1
ADT1
ADTP
AEC1
AEC2
AEC3
AECM
AEDG
AEXD
AEXT
AFA1
AFA2
AFAD
AFM1
AFML
AFPR
AGAR
AGRS
AHE1
AHE2
AHE3
AHE4
AHE6
AHE7
AHEM
AHF1
AHF2
AHFC
AIGW
AIN1
AIN10
AIN11
AIN2
AIN3
AIN4
AIN5
AIN6
AIN7
AIN8
AIN9
AINC
AINF
AINS
AIQI
AIQR
AIT1
AIT11
AIT13
AIT2
AIT3
AIT5
AIT6
AIT7
AIT8
AIT9
AITB
AITM
AITT
AITW
AJD1
AJD2
AJDT
AKL1
AKL2
ALR1
ALR2
ALR3
ALT1
AMD1
AMDR
AMDR1
AMGP
AMR1
AMR2
AMR3
AMRV
ANCM
AOA1
AOA2
AOA3
AOA4
AOAT
AOB1
AOC1
AOCR
AOPR
APH1
APH2
APH3
APH4
APH5
APH6
APH7
APH8
APHA
APJ1
APJ2
APJT
APKL
APLN
APM1
APM2
APM3
APM4
APM5
APM6
APM7
APM8
APMG
APRC
APRJ
AQI1
AQI2
AQR1
AQR2
AQR3
ARC1
ARC2
ARC3
ARC4
ARC5
ARC6
ARC7
ARC8
ARCT
ARI1
ARPA
ARPR
ARSB
ARSC
ARSC1
ARSC2
ARSC3
ARSC4
ARSC5
ARSC6
ARST
ASC1
ASC2
ASC3
ASC4
ASC5
ASC6
ASC7
ASCL
ASGP
ASH1
ASP1
ASP2
ASPP
ASRN
AST1
ASTC
ASTT
ASVM
ATC1
ATHL
ATSC
ATSH
ATT1
attachments
ATX1
ATX2
ATXI
01-Aug
AUGP
AUOM
AUSR
AVM1
AVT1
AVTG
AWD1
AWD2
AWD3
AWD4
AWD5
AWEX
AWFQ
AWH1
AWH2
AWH3
AWHS
AWHT
AWL1
AWL2
AWL3
AWL4
AWL5
AWLS
AWMG
AWO1
AWO2
AWO3
AWOR
AWTD
AWTS
AWTT
b38fbf682d9742e58860
ba94edde3af649fab460
BAL1
bec6a57ebbcc43cf847d
BGT1
BGT2
BGT3
bill_lines
bill_period
BNK1
BNK2
BOC1
BOE1
BOT1
BOX1
BOX2
BOX3
BOX4
BPL1
BPL2
BTA1
BTA2
BTC1
BTF1
BTF2
budgets
c20957a374d14b699ca2
c5285c0db41a45f58774
calendar_base
calendar_details
calendar_global
Captions
CASE
CASE1
CCAL
CCFG
CCPD
CCS1
CDC1
CDIC
CDPM
CDRO
CDRU
CFH1
CFN1
CFUS
CHD1
CHEN
CHFL
CHO1
CHO2
CIF1
CIN1
CIN10
CIN11
CIN12
CIN13
CIN17
CIN18
CIN19
