poNumber,vendor,CardCode,LineNumber,ItemCode,Description,OrderedQty,ReceivedQty,BinCode
409811,DEUTZ CORPORATION (USD),P000108,0,4610827-DTZ,VALVE MECHAN.COVER,2.0,2.0,01-4C08
409811,DEUTZ CORPORATION (USD),P000108,1,4217160-DTZ,Connecting Pipe,8.0,8.0,01-0747
409811,DEUTZ CORPORATION (USD),P000108,2,4610826-DTZ,VALVE MECHAN.COVER,9.0,0.0,01-04A10
